,Index Number,Name,Address,Project Status,Occupancy Year,Operator,URL,Geom,Local Area,unit_count,unit_category,unit_detail
225,14,,1580 E 3rd Ave,Completed,1985,Paloma Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=14,POINT (-123.07135058 49.26754704),Grandview-Woodland,32,Clientele,Families
228,21,,1528 E 5th Ave,Completed,1987,Sunrise Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=21,POINT (-123.07335792 49.26575239),Grandview-Woodland,31,Clientele,Families
229,22,,1556 E 5th Ave,Completed,1986,Rising Star Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=22,POINT (-123.0721715 49.26574265),Grandview-Woodland,24,Clientele,Families
230,23,,1575 E 5th Ave,Completed,1986,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=23,POINT (-123.07186116 49.26625345),Grandview-Woodland,30,Clientele,Families
231,29,,1865 E 10th Ave,Completed,1994,Burlington Heights Co-op Housing Assoc,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=29,POINT (-123.06687208 49.26161645),Kensington-Cedar Cottage,24,Clientele,Families
232,32,,600 E 6th Ave,Completed,1970,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=32,POINT (-123.09008792 49.2649808),Mount Pleasant,22,Clientele,Families
234,38,,960 W 6th Ave,Completed,1987,Charleston Terrace Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=38,POINT (-123.12571992 49.26572477),Fairview,42,Clientele,Families
236,45,,1333 E 7th Ave,Completed,1985,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=45,POINT (-123.07649546 49.26448248),Grandview-Woodland,17,Clientele,Families
238,50,,1219 E 8th Ave,Completed,1984,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=50,POINT (-123.07898388 49.26358712),Mount Pleasant,14,Clientele,Families
239,54,,717 W 8th Ave,Completed,1986,Heritage Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=54,POINT (-123.12042184 49.26446677),Fairview,31,Clientele,Families
240,60,,12 W 10th Ave,Completed,1981,View Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=60,POINT (-123.10540528 49.26184174),Mount Pleasant,2,Clientele,Families
241,63,,2060 W 10th Ave,Completed,1990,Vancouver Resource Society for the Physically Disabled,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=63,POINT (-123.15208112 49.26268769),Kitsilano,21,Clientele,Families
245,74,,2950 Heather St,Completed,1986,Domego Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=74,POINT (-123.11952103 49.25905197),Fairview,36,Clientele,Families
246,75,,234 E 15th Ave,Completed,1986,Robson Park Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=75,POINT (-123.09989042 49.26616758),Mount Pleasant,14,Clientele,Families
247,78,,1411 E 17th Ave,Completed,1984,Metro Vancouver Housing Corporation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=78,POINT (-123.07540882 49.25571018),Kensington-Cedar Cottage,21,Clientele,Families
249,87,,449 E 44th Ave,Completed,1986,Griffin's Walk Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=87,POINT (-123.09528457 49.23042163),Sunset,24,Clientele,Families
251,89,,7100 Killarney St,Completed,1989,Killarney Gardens Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=89,POINT (-123.04367102 49.21915358),Killarney,215,Clientele,Families
252,90,,3217 E 58th Ave,Completed,1973,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=90,POINT (-123.03649042 49.21763425),Killarney,100,Clientele,Families
254,110,,1047 Barclay St,Completed,1985,Amicae Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=110,POINT (-123.12576855 49.28281722),West End,42,Clientele,Families
256,114,,7155 Blake St,Completed,1975,Kanata Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=114,POINT (-123.03056313 49.21811899),Killarney,142,Clientele,Families
260,139,,1528 Comox St,Completed,1977,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=139,POINT (-123.13615031 49.28597748),West End,24,Clientele,Families
264,150,,2310 Cornwall Ave,Completed,1982,Melton Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=150,POINT (-123.15780793 49.2723574),Kitsilano,5,Clientele,Families
265,163,,3520 Euclid Ave,Completed,1979,Metro Vancouver Housing Corporation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=163,POINT (-123.02988574 49.2344612),Renfrew-Collingwood,29,Clientele,Families
267,171,,1856 E Georgia St,Completed,1987,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=171,POINT (-123.0664843 49.27815551),Grandview-Woodland,24,Clientele,Families
268,176,,2775 Cooperative Way,Completed,1992,Kaslo Gardens Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=176,POINT (-123.04775452 49.25738833),Renfrew-Collingwood,70,Clientele,Families
269,177,,2730 Cooperative Way,Completed,1992,Still Creek Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=177,POINT (-123.04889439 49.25732576),Renfrew-Collingwood,54,Clientele,Families
271,183,,1550 Woodland Dr,Completed,1986,Sitka Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=183,POINT (-123.07305553 49.27078715),Grandview-Woodland,18,Clientele,Families
272,184,,1339 Graveley St,Completed,1988,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=184,POINT (-123.07637895 49.27082772),Grandview-Woodland,24,Clientele,Families
275,201,,8828 Hudson St,Completed,1988,Eburne Landing Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=201,POINT (-123.13433186 49.20534612),Marpole,20,Clientele,Families
276,206,,705 Jackson Ave,Completed,1965,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=206,POINT (-123.09530078 49.27849526),Strathcona,38,Clientele,Families
279,217,,6100 Inverness St,Completed,1969,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=217,POINT (-123.07858498 49.22835508),Sunset,88,Clientele,Families
280,220,,1483 Lamey's Mill Rd,Completed,1985,Creekview Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=220,POINT (-123.1370449 49.26932061),Fairview,65,Clientele,Families
282,224,,1189 Main St,Completed,1992,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=224,POINT (-123.10049338 49.27408446),Downtown,34,Clientele,Families
283,225,,1129 Main St,Completed,1992,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=225,POINT (-123.10047839 49.27455606),Downtown,22,Clientele,Families
284,228,,2680 Blanche St,Completed,1992,Red Door Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=228,POINT (-123.05288401 49.20659423),Killarney,43,Clientele,Families
287,236,,3410 McIntyre Dr,Completed,1984,Arlington Grove Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=236,POINT (-123.0314457 49.21961153),Killarney,58,Clientele,Families
290,240,,711 Millyard,Completed,1977,False Creek Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=240,POINT (-123.12174954 49.26694875),Fairview,66,Clientele,Families
291,241,,16 Nanaimo St,Completed,1987,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=241,POINT (-123.05609131 49.28423783),Hastings-Sunrise,27,Clientele,Families
292,242,,76 N Nanaimo St,Completed,1987,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=242,POINT (-123.0560918 49.28535684),Hastings-Sunrise,20,Clientele,Families
295,248,,1763 Nelson St,Completed,1983,Sojourn Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=248,POINT (-123.1377026 49.28912892),West End,18,Clientele,Families
296,249,,2929 Nootka St,Completed,1979,Metro Vancouver Housing Corporation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=249,POINT (-123.04263316 49.25744846),Renfrew-Collingwood,22,Clientele,Families
297,251,,1110 Odlum Dr,Completed,1983,Tidal Flats Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=251,POINT (-123.07546996 49.27463356),Grandview-Woodland,18,Clientele,Families
298,253,,128 N Nanaimo St,Completed,1992,Kiwassa Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=253,POINT (-123.0558684 49.28599067),Hastings-Sunrise,22,Clientele,Families
299,257,,350 E Pender St,Completed,1982,Mau Dan Gardens Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=257,POINT (-123.0957684 49.27984549),Strathcona,27,Clientele,Families
301,259,,853 E Pender St,Completed,1982,Rose Garden Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=259,POINT (-123.0858665 49.28037655),Strathcona,5,Clientele,Families
303,279,,1725 E Pender St,Completed,1994,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=279,POINT (-123.06970069 49.28053613),Grandview-Woodland,31,Clientele,Families
304,283,,7349 Rebekah Dr,Completed,1984,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=283,POINT (-123.03881384 49.2177027),Killarney,60,Clientele,Families
306,292,,100 Semlin Dr,Completed,1977,Metro Vancouver Housing Corporation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=292,POINT (-123.06334994 49.28365654),Grandview-Woodland,12,Clientele,Families
307,296,,1873 Spyglass Place,Completed,1984,Metro Vancouver Housing Corporation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=296,POINT (-123.11579149 49.26864189),Fairview,76,Clientele,Families
308,299,,225 N Templeton Dr,Completed,1984,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=299,POINT (-123.0600295 49.28712107),Grandview-Woodland,15,Clientele,Families
309,305,,730 Union St,Completed,1975,Strathcona Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=305,POINT (-123.08921553 49.27720434),Strathcona,7,Clientele,Families
312,323,,238 Davie St,Completed,1993,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=323,POINT (-123.12370772 49.27375636),Downtown,12,Clientele,Families
314,338,,2260 W 10th Ave,Completed,1999,Arbutus Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=338,POINT (-123.15663359 49.26266126),Kitsilano,29,Clientele,Families
315,345,,671 W 8th Ave,Completed,1998,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=345,POINT (-123.11938593 49.26443301),Fairview,26,Clientele,Families
316,348,,2588 Nanaimo St,Completed,1998,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=348,POINT (-123.0561524 49.26134544),Renfrew-Collingwood,30,Clientele,Families
320,359,,837 E 52nd Ave,Completed,1996,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=359,POINT (-123.08708207 49.22289499),Sunset,55,Clientele,Families
321,364,,1640 Graveley St,Completed,1998,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=364,POINT (-123.07051679 49.27026481),Grandview-Woodland,17,Clientele,Families
327,380,,201 Alvin Narod Mews,Completed,2001,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=380,POINT (-123.12004247 49.27489914),Downtown,59,Clientele,Families
329,394,,188 Milross Ave,Completed,2002,City Gate Co-op Hsg Asoc.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=394,POINT (-123.10039806 49.27563582),Downtown,92,Clientele,Families
330,400,,1254 E 8th Ave,Completed,2004,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=400,POINT (-123.07803227 49.2630781),Mount Pleasant,16,Clientele,Families
331,402,,2034 E Pender St,Completed,1981,Vancouver East Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=402,POINT (-123.06279932 49.27992564),Grandview-Woodland,4,Clientele,Families
333,411,,761 Prior St,Completed,1986,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=411,POINT (-123.0883026 49.27681412),Strathcona,2,Clientele,Families
334,417,,1122 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=417,POINT (-123.12999955 49.28201171),West End,2,Clientele,Families
335,420,,1146 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=420,POINT (-123.13049068 49.28232982),West End,1,Clientele,Families
336,422,,1137 Pendrell St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=422,POINT (-123.1306738 49.28181043),West End,1,Clientele,Families
337,424,,1154 Comox St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=424,POINT (-123.13068653 49.2824566),West End,6,Clientele,Families
338,425,,1160 Comox St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=425,POINT (-123.1307847 49.2825202),West End,1,Clientele,Families
339,426,,1164 Comox St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=426,POINT (-123.13093281 49.28261614),West End,1,Clientele,Families
340,427,,1170 Comox St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=427,POINT (-123.13108016 49.2827116),West End,1,Clientele,Families
341,434,,1157 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=434,POINT (-123.1311698 49.28213766),West End,1,Clientele,Families
343,478,,200 Semlin Dr,Completed,1977,Metro Vancouver Housing Corporation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=478,POINT (-123.06336388 49.2827525),Grandview-Woodland,12,Clientele,Families
346,492,,2864 E 5th Ave,Completed,1983,Access Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=492,POINT (-123.04557776 49.26540171),Hastings-Sunrise,7,Clientele,Families
350,533,,8475 Duff St,Completed,1985,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=533,POINT (-123.06481634 49.20776282),Victoria-Fraserview,19,Clientele,Families
352,634,,2980 Nanaimo,Completed,2012,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=634,POINT (-123.05614045 49.25719768),Renfrew-Collingwood,18,Clientele,Families
353,647,,80 Walter Hardwick Ave.,Completed,2010,S.U.C.C.E.S.S.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=647,POINT (-123.1057161 49.27075307),Mount Pleasant,6,Clientele,Families
354,648,,122 Walter Hardwick Ave.,Completed,2010,S.U.C.C.E.S.S.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=648,POINT (-123.10760298 49.27078693),Mount Pleasant,42,Clientele,Families
355,649,,151 W. 1st Ave.,Completed,2010,Co-operative Housing Federation of BC,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=649,POINT (-123.10861889 49.27064319),Mount Pleasant,77,Clientele,Families
364,727,,333 E Pender St,Completed,2021,S.U.C.C.E.S.S.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=727,POINT (-123.09633964 49.28058017),Strathcona,62,Clientele,Families
368,791,,1495 W 8th Ave,Completed,2021,Vancouver Masonic Centre,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=791,POINT (-123.13751409 49.26497349),Fairview,39,Clientele,Families
370,798,,5688 Ash St,Completed,2019,Oakridge Lutheran Church Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=798,POINT (-123.11760049 49.23385582),South Cambie,16,Clientele,Families
371,800,,500-650 W 57th Ave,Approved,,,,POINT (-123.11780837 49.21835764),Marpole,90,Clientele,Families
372,802,,124 Dunlevy Ave,Completed,2021,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=802,POINT (-123.0948261 49.28373962),Strathcona,19,Clientele,Families
373,811,,401 Jackson Ave,Under Construction,,Aboriginal Land Trust Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=811,,Unknown,27,Clientele,Families
374,814,,177 W Pender St,Under Construction,,Community Land Trust Foundation of BC,,POINT (-123.10920892 49.28166995),Downtown,7,Clientele,Families
375,815,,75 SW Marine Dr,Completed,2022,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=815,POINT (-123.10773385 49.21271041),Marpole,25,Clientele,Families
